zp,descripcion,id_fecha,id_Grupo,id_Asunto,id_Hora,colonia,id_Lugar,calle2
516.0,UNEVID,2022-08-23,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,06:55,PARAJES DE SAN ISIDRO,VOLCAN NEVADO DE COLIMA,MARIA TERESA ROJAS
518.0,UNEVID,2022-08-26,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,02:10,URBIVILLA DEL CEDRO,MONTE DE LA VENTANA,MONTES DEL CANTAL
633.0,GOE,2022-08-19,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:54,TERRANOVA,TIERRA SANTA,TIERRA DE LABRANZA
301.0,UNEVID,2022-09-03,VIOLACION,VIOLACION,19:39,HERMENEGILDO GALEANA,ATOYAC,ZIHUATANEJO
507.0,UNEVID,2022-09-04,ABUSO SEXUAL,ABUSO SEXUAL,22:57,PRADERAS DEL HEHEQUEN,PRADERA DE DELICIAS,EJIDO SAN JUANITO
606.0,COM. ESPECIALES,2022-09-01,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:40,DEL REAL,MORELIA,TIZOC
525.0,UNEVID,2022-09-06,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,17:52,VILLAS DE ALCALA,VILLA GUERRERO,VILLA VELAYO
626.0,GOE,2022-08-24,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:15,PRADERAS DE LA SIERRA I- V,RAMON RAYON,LUCERO
520.0,CANINA,2022-08-25,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:10,TERRANOVA,TIERRA NEGRA,DE LAS TORRES
610.0,SUR,2022-08-27,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,19:06,GRANJERO,PIÐA,PIÐA
402.0,POLICIA COMERCIAL,2022-08-29,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,09:46,ANGLIA RESID.,CAMINO REAL,TOMAS FERNANDEZ
706.0,RIVERAS,2022-08-27,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,07:03,LA CAÐADA,PASEO DE LA CAÐADA,PASEO DE LA CAÐADA
540.0,UNEVID,2022-08-27,VIOLACION,VIOLACION,19:12,LAS HACIENDAS,HACIENDA SANTA GERTRUDIS,HACIENDA SANTIAGO
628.0,ORIENTE,2022-08-27,ROBO OTROS,ROBO DE ACCESORIOS A VEHICULO,13:11,KILOMETRO 27,DE LA ESPERANZA,VILLA CHICA
528.0,SUR,2022-08-30,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,21:55,SIERRA VISTA,HACIENDA MEDINA,HACIENDA DE IVARBOL
528.0,SUR,2022-08-30,HOMICIDIO DOLOSO,HOMICIDIO DOLOSO,21:55,SIERRA VISTA,HACIENDA MEDINA,HACIENDA DE IVARBOL
522.0,VALLE,2022-08-25,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,12:30,CERRADA SAN MATEO,SAN PABLO,SAN MIGUEL
503.0,RIVERAS,2022-08-29,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,12:01,SALVARCAR,NAYARIT,PORFIRIO DIAZ
113.0,CENTRO,2022-08-30,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,09:51,JUANITA LUNA,MANUEL RIQUELME,PEDRO MORON
306.0,RIVERAS,2022-08-30,LESIONES ARMA BLANCA,LESIONES C ARMA BLANCA,19:42,LUIS OLAGUE,ACUARIO,TAURO
614.0,CANINA,2022-08-30,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:30,LOS ALCALDES,LA UNION HACE LA FUERZA,JOSE REYES ESTRADA
524.0,POLICIA COMERCIAL,2022-08-30,INTENTO DE ASALTO,INTENTO DE ASALTO,10:30,SENDEROS DE SAN ISIDRO,SENDEROS DE VALLADOLID,SENDEROS DE QUINTANAR
633.0,GOE,2022-09-08,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,01:42,TERRANOVA,TERRANOVA,MIGUEL DE LA MADRID
633.0,GOE,2022-09-10,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,19:27,TERRANOVA,TIERRA NEGRA,LIBRAMIENTO REGIONAL
519.0,POLICIA COMERCIAL,2022-09-12,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,01:00,MANUEL GOMEZ MORIN,INDEPENDENCIA,DON MANUEL TALAMAS CAMANDARI
612.0,POLICIA COMERCIAL,2022-12-14,ABUSO CONFIANZA,ABUSO CONFIANZA,20:51,INFONAVIT AMPLIACION AEROPUERTO,MANUEL JESUS CLOUTHIER,HIEDRA
527.0,GOE,2022-12-23,ROBO A NEGOCIO,ROBO A NEGOCIO,22:47,MISIONES DE CREEL,FEDERICO DE LA VEGA,MISIONES DE CREEL
503.0,UNEVID,2022-12-22,ROBO A NEGOCIO,ROBO A NEGOCIO,01:00,TERRENOS NACIONALES,ZARAGOZA,EJIDO MADERA
625.0,SUR,2022-11-02,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,23:22,VILLA RESIDENCIAL DEL REAL,CAÐON DE URIQUE,CAÐON CEROCAHUI
524.0,VALLE,2022-11-09,ROBO A CASA HABITACION,Robo A CAJERO AUTOMATICO,18:00,FLORENCIA,VIA PADOVA,VIA PALUMBO
704.0,VALLE,2022-11-15,HOMICIDIO C OTROS OBJETOS,HOMICIDIOS CAUSAS A DETERMINAR,15:04,RIVERAS DEL BRAVO,RIVERA DEL SALADO,SIGLO XXI
605.0,CANINA,2022-10-02,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,13:30,PANCHO VILLA,ARROYO JARUDO,RODOLFO FIERRO
625.0,GOE,2022-10-02,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,17:17,PALMAS DEL SOL (VICTORIA),PASEO NOBLEZA,PASEO DE LA GLORIA
622.0,RIVERAS,2022-10-03,ROBO A NEGOCIO,ROBO FARDERO,13:10,PRADERAS DE LOS ALAMOS,DE LAS TORRES,RAMON RAYON
625.0,GOE,2022-10-03,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:27,PALMAS DEL SOL (VICTORIA),PASEO DE LA GLORIA,CINCO CONTINENTES
633.0,GOE,2022-10-04,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:37,VALLE DEL MARQUES,MARQUES DE ASTORGA,MARQUES DE ANTARES
601.0,CANINA,2022-10-04,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,15:41,ANDRES FIGUEROA,GERARDO TORRESOLA,MOVIMIENTO INDEPENDIENTE
601.0,CANINA,2022-10-04,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,15:41,ANDRES FIGUEROA,GERARDO TORRESOLA,MOVIMIENTO INDEPENDIENTE
601.0,CANINA,2022-10-04,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:21,ANDRES FIGUEROA,ARROYO JARUDO,LIGA SOCIALISTA DE PUERTO RICO
505.0,UNEVID,2022-10-05,ROBO A NEGOCIO,ROBO A NEGOCIO,16:44,ZARAGOZA D. B.,INDEPENDENCIA,ZARAGOZA
524.0,GOE,2022-10-09,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,16:24,SENDEROS DE SAN ISIDRO,SENDEROS DE ALCALA,SENDEROS DE SEGOVIA
411.0,POLICIA COMERCIAL,2022-09-30,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:50,VALLE DEL SOL,VALLE DEL SOL,VALLE DE ALLENDE
610.0,CANINA,2022-09-30,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:08,GRANJERO,PLATANO,AVENA
615.0,CANINA,2022-09-29,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:40,HEROES DE LA REVOLUCION,PRIVADA DURAZNO,BAMBU
411.0,POLICIA COMERCIAL,2022-09-30,ASALTO ARMA BLANCA,ASALTO C ARMA BLANCA,17:14,LA SARZANA,LA SARZANA,VIA GENOVA
404.0,POLICIA COMERCIAL,2022-09-11,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:36,LOS PARQUES,TOMAS FERNANDEZ,PARQUE DE LAS HADAS
502.0,GOE,2022-09-13,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,14:50,SALVARCAR,CAMPECHE,JOSE MARIA MORELOS
414.0,POLICIA COMERCIAL,2022-09-17,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,21:19,USOS MIXTOS,TEOFILO BORUNDA,PASEO DE LA VICTORIA
522.0,SUR,2022-09-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:38,LAS HACIENDAS,HACIENDA LOS FRESNOS,LA HERRADURA
525.0,CANINA,2022-09-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:04,VALLE FUNDADORES,JOSE FUENTES MARES,ANDRES CASTRO AZCARATE
406.0,POLICIA COMERCIAL,2022-09-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,13:52,USOS MIXTOS,MANUEL GOMEZ MORIN,PASEO DE LA VICTORIA
212.0,COM. ESPECIALES,2022-09-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:42,EX-HIPODROMO,PANAMA,21 DE MARZO
627.0,GOE,2022-09-20,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:05,LOS ARCOS,DON MANUEL TALAMAS CAMANDARI,MIGUEL DE LA MADRID
414.0,POLICIA COMERCIAL,2022-10-05,ROBO A NEGOCIO,ROBO FARDERO,14:56,USOS MIXTOS,TEOFILO BORUNDA,PASEO DE LA VICTORIA
705.0,GOE,2022-10-08,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:14,RIVERAS DEL BRAVO,RIVERA DE SICOMORO,RIVERA DEL TEPEYAC
516.0,GOE,2022-10-12,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,18:56,PARAJES DE SAN ISIDRO,VOLCAN LASCAR,SONETO 156
516.0,GOE,2022-10-12,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,18:56,PARAJES DE SAN ISIDRO,VOLCAN LASCAR,SONETO 156
525.0,SUR,2022-10-13,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:30,PARAJES DE SAN JOSE,FUNDADORES DE AMERICA,COSTA DE LA LUZ
519.0,GOE,2022-10-14,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:40,HACIENDA DE LAS TORRES UNIVERSIDAD,HACIENDA EL ENCANTO,INDEPENDENCIA
513.0,UNEVID,2022-11-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:05,FRAY GARCIA DE SAN FRANCISCO,CUSTODIA DE LA REPUBLICA,MESA CENTRAL
612.0,UNEVID,2022-11-17,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:00,OASIS ORIENTE,KUWAIT,BULGARIA
419.0,SUR,2022-11-22,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,22:50,JARDINES DEL VALLE,CAMINO VIEJO A LA ROSITA,RAFAEL SANTOS
601.0,SUR,2022-11-19,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:39,RESERVA DEL VALLE,HACIENDA SAN MIGUEL,VALLE DEL SOL
514.0,UNEVID,2022-11-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:45,PARAJES DE ORIENTE,PUERTO TARENTO,BILBAO
518.0,UNEVID,2022-11-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,10:45,URBIVILLA DEL CEDRO,MONTE BLANCO,MONTE ARAGON
514.0,UNEVID,2022-11-19,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:05,MANUEL J. CLOUTHIER,CUSTODIA DE LA REPUBLICA,INDEPENDENCIA
519.0,UNEVID,2022-11-20,ROBO OTROS,ROBO DE ACCESORIOS A VEHICULO,15:36,RINCONES DE SALVARCAR,ANTILLAS,ATLAS
526.0,UNEVID,2022-11-19,ROBO OTROS,ROBO DE ACCESORIOS A VEHICULO,19:15,PARAJES DE SAN JOSE,FUNDADORES,COSTA BRAVA
527.0,GOE,2022-11-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,15:37,MISIONES DE CREEL,BARRANCA DE URIQUE,CERRO DE LA BUFA
522.0,UNEVID,2022-11-25,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,01:50,LAS HACIENDAS,HACIENDA CENTRAL,HACIENDA PONIENTE
706.0,UNEVID,2022-11-27,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,17:00,EL PAPALOTE,EJIDO OJO DE LA CASA,EJIDO JESUS CARRANZA
633.0,GOE,2022-10-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:05,LAS ALMERAS,HACIENDA DE ORQUIDEA,CINCO CONTINENTES
522.0,SUR,2022-10-17,ABUSO SEXUAL,ABUSO SEXUAL,20:22,LAS HACIENDAS,HACIENDA CENTRAL,HACIENDA LA CONCORDIA
616.0,GOE,2022-10-20,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:55,SOLIDARIDAD,SOLIDARIDAD,SIEMPRE VENCEREMOS
525.0,SUR,2022-10-20,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,20:15,VALLE FUNDADORES,FRANCISCO DE ORELLANA,PEDRO BARBA
514.0,SUR,2022-10-18,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,19:28,PARAJES DE ORIENTE,DESIERTO DE KAU NORTE,CUSTODIA DE LA REPUBLICA
601.0,CANINA,2022-10-21,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,18:30,ANDRES FIGUEROA,LIGA SOCIALISTA DE PUERTO RICO,SIERRA MADRE DEL SUR
622.0,UNEVID,2022-10-18,ABUSO SEXUAL,ABUSO SEXUAL,12:00,PARAJES DEL SOL,PALACIO DE MITLA,YEPOMERA
510.0,UNEVID,2022-10-16,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,17:53,MISIONES DEL REAL,SAN MAXIMINO,SANTA AGRIPINA
521.0,UNEVID,2022-10-21,ROBO A NEGOCIO,ROBO FARDERO,16:12,PARAJES DEL SUR FRACCIONAMIENTO,DON MANUEL TALAMAS CAMANDARI,INDEPENDENCIA
508.0,UNEVID,2022-10-23,ROBO A CASA HABITACION,ROBO A CASA HABITACION,06:40,TORRES DEL SUR,PALACIO DE PAQUIME,PALACIO DE TIKAL
618.0,UNEVID,2022-10-24,ABUSO SEXUAL,ABUSO SEXUAL,13:45,TORRES DEL PRI,CUARTA,RENE MASCAREÐAS MIRANDA
517.0,UNEVID,2022-11-27,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,09:46,PARAJES DE SAN JUAN,PASEO DE ORIENTE,JESUS GONZALEZ ORTEGA
516.0,UNEVID,2022-11-27,ROBO OTROS,ROBO OTROS,09:52,PARAJES DE SAN ISIDRO,DON MANUEL TALAMAS CAMANDARI,PASEO DE SAN ISIDRO
514.0,GOE,2022-11-25,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:10,PARAJES DE ORIENTE,CUSTODIA DE LA REPUBLICA,DESIERTO VICTORIA
516.0,GOE,2022-11-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:44,PARAJES DE SAN ISIDRO,VOLCAN HUDSON,FORTIN DE LA SOLEDAD
107.0,COM. ESPECIALES,2022-11-29,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,19:30,FELIPE ANGELES,ARROYO DE LAS VIBORAS,DURAZNO
612.0,POLICIA COMERCIAL,2022-10-30,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,13:45,LAS DUNA RESIDENCIAL,SORGO,DE LAS TORRES
514.0,GOE,2022-10-30,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,14:48,PARAJES DE ORIENTE,PUERTO TARENTO,CUSTODIA DE LA REPUBLICA
633.0,GOE,2022-10-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:30,VALLE DEL MARQUES,DE LAS MARAVILLAS,LIBRAMIENTO REGIONAL
218.0,PONIENTE,2022-12-01,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,12:03,DIVISION DEL NORTE COL.,GENERAL JOSE TRINIDAD RODRIGUEZ,GENERAL MANUEL CHAO
622.0,UNEVID,2022-12-02,ABUSO SEXUAL,ABUSO SEXUAL,15:08,USOS MIXTOS,ZARAGOZA,OSCAR FLORES SANCHEZ
628.0,POLICIA COMERCIAL,2022-12-01,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,16:40,KILOMETRO 29,CASAS GRANDES,SIERRA DE TLAHUALILO
709.0,GOE,2022-12-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,22:00,PARQUE INDUSTRIAL PIMSA INTERMEX,SANTIAGO TRONCOSO,SIERRA TARAHUMARA
622.0,CANINA,2022-11-03,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,17:00,PARAJES DEL SOL,PALACIO DE MITLA,HUMARIZA
515.0,GOE,2022-12-04,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:35,OLIVIA ESPINOZA DE BERMUDEZ,MARIA TERESA ROJAS,OLIVIA ESPINOZA DE BERMUDEZ
401.0,POLICIA COMERCIAL,2022-12-05,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,11:40,FRONTERA,VALLE DE ALLENDE,VALLE DE JUAREZ
414.0,POLICIA COMERCIAL,2022-12-05,ROBO A NEGOCIO,ROBO A NEGOCIO,20:00,SUBCENTRO URBANO,TEOFILO BORUNDA,PASEO DE LA VICTORIA
622.0,VALLE,2022-12-09,LESIONES ARMA DE FUEGO,LESIONES C ARMA DE FUEGO,22:50,PRADERAS DE LOS ALAMOS,PRADERAS DEL NARANJO,PRADERAS DEL NARANJO
522.0,GOE,2022-12-08,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,22:43,LAS HACIENDAS,HACIENDA BATOPILAS,HACIENDA ORIENTE
517.0,UNEVID,2022-10-25,ROBO A CASA HABITACION,ROBO A CASA HABITACION,15:36,LOMAS DEL DESIERTO I,DESIERTO DE NAMIB,DESIERTO DE NEGEV
515.0,UNEVID,2022-10-31,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:51,OLIVIA ESPINOZA DE BERMUDEZ,CARMEN AMATO,30 DE ABRIL
711.0,GOE,2022-11-02,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,20:01,PORTAL DEL ROBLE,PUERTO VALLARTA,PUERTO TARENTO
711.0,GOE,2022-11-02,TENTATIVA DE HOMICIDIO,TENTATIVA DE HOMICIDIO,20:01,PORTAL DEL ROBLE,PUERTO VALLARTA,PUERTO TARENTO
515.0,GOE,2022-11-02,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:50,OLIVIA ESPINOZA DE BERMUDEZ,JULIA CORDOVA ROMERO,SONETO 156
522.0,SUR,2022-11-02,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,08:20,VALLE DE ALLENDE,HACIENDA PONIENTE,OJO DE VILLALOPEZ
711.0,GOE,2022-11-01,TENTATIVA DE HOMICIDIO,TENTATIVA DE HOMICIDIO,20:01,PORTAL DEL ROBLE,PUERTO VALLARTA,PUERTO TARENTO
601.0,CANINA,2022-11-07,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:09,LA CUESTA,MACHETEROS,IRVING FLORES
513.0,UNEVID,2022-11-06,ABUSO SEXUAL,ABUSO SEXUAL,14:05,FRAY GARCIA DE SAN FRANCISCO,MESA CENTRAL,CUSTODIA DE LA REPUBLICA
706.0,RIVERAS,2022-11-08,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,19:38,LA CAÐADA,PASEO DE LA CAÐADA,PASEO DE LA CAÐADA
417.0,GOE,2022-11-10,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,20:30,USOS MIXTOS,CAMINO ORTIZ RUBIO,CAMINO A LA ROSITA
508.0,UNEVID,2022-11-11,ABUSO SEXUAL,ABUSO SEXUAL,06:42,TORRES DEL SUR,PALACIO DE MITLA,PALACIO DE MONTE ALBAN
527.0,UNEVID,2022-11-11,ABUSO SEXUAL,ABUSO SEXUAL,22:42,MISIONES DE CREEL,MUSEO DE PAQUIME,BARRANCA DE URIQUE
516.0,GOE,2022-11-13,TENTATIVA DE HOMICIDIO,TENTATIVA DE HOMICIDIO,15:17,PARAJES DE SAN ISIDRO,VOLCAN MARTINICO,VOLCAN SAN MARCELINO
516.0,GOE,2022-11-13,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,15:17,PARAJES DE SAN ISIDRO,VOLCAN MARTINICO,VOLCAN SAN MARCELINO
527.0,GOE,2022-11-06,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,01:13,LAS HACIENDAS,HACIENDA TIERRA BLANCA,ACACIA
518.0,UNEVID,2022-11-11,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,19:10,URBIVILLA DEL CEDRO,MONTE CAMERUN,CEDROS DE LA ESTEPA
522.0,UNEVID,2022-12-26,ROBO A NEGOCIO,ROBO A NEGOCIO,20:22,LAS HACIENDAS,HACIENDA PONIENTE,HACIENDA BATOPILAS
617.0,CANINA,2022-12-27,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,16:00,LUCIO BLANCO,ARMANDO GONZALEZ SOTO,CARLOS FRANK
220.0,UNEVID,2022-12-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:20,DEL MARQUEZ,TECNOLOGICO,RUISEÐOR
525.0,UNEVID,2022-12-28,HOMICIDIO C ARMA DE FUEGO,HOMICIDIO C ARMA DE FUEGO,08:28,VILLAS DE ALCALA,VILLAS DE ALCALA,VILLA MERCEDES
522.0,CANINA,2022-12-28,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,17:35,LAS HACIENDAS,HACIENDA PONIENTE,HACIENDA LA CONCEPCION
522.0,CANINA,2022-12-28,ARMAS DECOMISADAS,ARMAS DE FUEGO DECOM.,18:39,CERRADAS SANTA ISABEL,SAN ILDEFONSO,SANTA ISABEL
521.0,UNEVID,2022-12-28,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,03:30,PARAJES DEL SUR FRACCIONAMIENTO,TIERRA DE FUEGO,PEREIRA
525.0,GOE,2022-12-29,DET. ORDEN PENDIENTE,DET. ORDEN PENDIENTE,21:55,VALLE FUNDADORES,FUNDADORES DE AMERICA,COSTA DE LA LUZ
518.0,GOE,2022-12-30,PORTAR OBJETOS PELIG.,PORTAR OBJETOS PELIG.,20:45,URBIVILLA DEL CEDRO,MONTES DEL CANTAL,PICO LENANA
524.0,UNEVID,2023-09-26,ABUSO CONFIANZA,ABUSO CONFIANZA,18:19,SENDEROS DE SAN ISIDRO,ORIENTE XXI,SENDEROS DE VALLADOLID
526.0,UNEVID,2023-05-29,ABUSO CONFIANZA,ABUSO CONFIANZA,23:40,PARAJES DE SAN JOSE,DESIERTO DE COLORADO,COSTA DEL MARESME
514.0,UNEVID,2023-06-07,ABUSO CONFIANZA,ABUSO CONFIANZA,06:42,PARAJES DE ORIENTE,DUNAS DE LIBIA NORTE,PUERTO ALICANTE
519.0,UNEVID,2023-09-21,ABUSO SEXUAL,ABUSO SEXUAL,16:45,HACIENDA DE LAS TORRES UNIVERSIDAD,AGUA AZUL 2,JESUS VALDEZ
612.0,UNEVID,2023-01-01,ABUSO SEXUAL,ABUSO SEXUAL,03:30,INFONAVIT JUAREZ NUEVO,DRACO,SABELA
620.0,UNEVID,2023-01-06,ABUSO SEXUAL,ABUSO SEXUAL,21:00,KILOMETRO 27,PROFESORA EMILIA TELLEZ DIAZ,DE LA ESPERANZA
606.0,UNEVID,2023-01-05,ABUSO SEXUAL,ABUSO SEXUAL,14:42,ERENDIRA,MORELIA,CABALLERO AGUILA
526.0,UNEVID,2023-01-24,ABUSO SEXUAL,ABUSO SEXUAL,17:03,PARAJES DE SAN JUAN,FUNDADORES DE AMERICA,COSTA LA GOMERA
208.0,SUR,2023-01-23,ABUSO SEXUAL,ABUSO SEXUAL,19:02,CENTRO,LERDO,VICENTE GUERRERO
419.0,UNEVID,2023-01-27,ABUSO SEXUAL,ABUSO SEXUAL,01:10,EL PENSAMIENTO,LLAMAS,PEDERNAL
411.0,POLICIA COMERCIAL,2023-03-12,ABUSO SEXUAL,ABUSO SEXUAL,19:06,VALLE DEL SOL,MANUEL GOMEZ MORIN,FRANCISCO VILLARREAL TORRES
101.0,UNEVID,2023-03-27,ABUSO SEXUAL,ABUSO SEXUAL,17:00,RANCHO ANAPRA,ANAPRA SANTA TERESA,RANCHO ANAPRA
625.0,UNEVID,2023-04-15,ABUSO SEXUAL,ABUSO SEXUAL,16:44,PALMAS DEL SOL (VICTORIA),POESIA INDIGENA,NACIONES UNIDAS
612.0,UNEVID,2023-04-17,ABUSO SEXUAL,ABUSO SEXUAL,14:29,SERVICIOS GENERALES,HIEDRA,MANUEL JESUS CLOUTHIER
711.0,UNEVID,2023-05-01,ABUSO SEXUAL,ABUSO SEXUAL,10:47,PUERTO ANAPRA,PORTAL DE LA VID,PUERTO VALLARTA
311.0,UNEVID,2023-05-13,ABUSO SEXUAL,ABUSO SEXUAL,18:26,1 DE SEPTIEMBRE,LUIS ORTIZ,37
509.0,UNEVID,2023-05-14,ABUSO SEXUAL,ABUSO SEXUAL,09:15,PRADERAS DEL SUR,BUFALO,CALEXICO
705.0,UNEVID,2023-05-17,ABUSO SEXUAL,ABUSO SEXUAL,18:41,RIVERAS DEL BRAVO,RIVERA DEL CORONEL,RIVERA DE LAS BARRANCAS
620.0,UNEVID,2023-05-19,ABUSO SEXUAL,ABUSO SEXUAL,21:10,VILLA COLONIAL,PASEO DEL CAMPANARIO,PASEO DEL DURAZNO
527.0,UNEVID,2023-05-20,ABUSO SEXUAL,ABUSO SEXUAL,07:52,JARDINES DE ROMA,TIBERINA,VILLA PAMPHILI
517.0,UNEVID,2023-05-30,ABUSO SEXUAL,ABUSO SEXUAL,21:33,URBIVILLA DEL CAMPO,CAMPOS DE LA SELVA,MONTE ARAGON
615.0,UNEVID,2023-06-15,ABUSO SEXUAL,ABUSO SEXUAL,13:40,HEROES DE LA REVOLUCION,PITAHAYA,BAMBU
502.0,UNEVID,2023-06-18,ABUSO SEXUAL,ABUSO SEXUAL,18:00,ZARAGOZA D. B.,CRISTOBAL COLON,AMADO NERVO
527.0,UNEVID,2023-06-19,ABUSO SEXUAL,ABUSO SEXUAL,06:36,MISIONES DE CREEL,CUEVA DE LA FRONTERA,BARRANCA DE URIQUE
710.0,UNEVID,2023-06-22,ABUSO SEXUAL,ABUSO SEXUAL,19:00,PORTAL DEL ROBLE,PORTAL DEL CEDRO,PUERTO VALLARTA
523.0,GOE,2023-06-26,ABUSO SEXUAL,ABUSO SEXUAL,01:22,ARECAS,PRADERA DE AMELIA,ARECAS
518.0,UNEVID,2023-06-23,ABUSO SEXUAL,ABUSO SEXUAL,21:50,URBIVILLA DEL CEDRO,MONTE BLANCO,MONTE DE ARAGON
517.0,UNEVID,2023-06-28,ABUSO SEXUAL,ABUSO SEXUAL,10:39,PARAJE DE SAN JUAN,MONTES DE TOLEDO,MONTES DE COLON
518.0,UNEVID,2023-07-02,ABUSO SEXUAL,ABUSO SEXUAL,04:28,URBIVILLA DEL CEDRO,CEDROS DE LA CORDILLERA,MONTES DEL CANTAL
